Wavelength,Intensity
413.6087737,1462.249688
413.8134001,1376.235
414.0180152,1425.38625
414.2226191,1507.305
414.4272117,1470.441563
414.6317931,1482.729375
414.8363633,1460.201719
415.0409222,1474.5375
415.2454698,1531.880625
415.4500062,1439.722031
415.6545314,1458.15375
415.8590452,1505.257031
416.0635478,1415.146406
416.2680392,1413.098438
416.4725193,1404.906563
416.6769881,1384.426875
416.8814456,1468.393594
417.0858919,1452.009844
417.2903269,1507.305
417.4947505,1419.242344
417.699163,1443.817969
417.9035641,1365.995156
418.1079539,1452.009844
418.3123325,1447.913906
418.5166997,1478.633438
418.7210557,1374.187031
418.9254003,1472.489531
419.1297337,1466.345625
419.3340557,1490.92125
419.5383665,1435.626094
419.7426659,1454.057813
419.946954,1423.338281
420.1512308,1513.448906
420.3554963,1464.297656
420.5597505,1447.913906
420.7639933,1425.38625
420.9682248,1447.913906
421.172445,1439.722031
421.3766539,1564.648125
421.5808514,1482.729375
421.7850376,1466.345625
421.9892124,1462.249688
422.1933759,1404.906563
422.3975281,1413.098438
422.6016689,1398.762656
422.8057983,1476.585469
423.0099165,1472.489531
423.2140232,1439.722031
423.4181186,1490.92125
423.6222027,1452.009844
423.8262753,1460.201719
424.0303366,1441.77
424.2343866,1447.913906
424.4384252,1466.345625
424.6424524,1472.489531
424.8464682,1449.961875
425.0504726,1419.242344
425.2544657,1486.825313
425.4584474,1480.681406
